less_0,14,all_credits_paid_back,furniture,250,less_100,less_1,2,male,none,1,real_estate,30,none,own,2,skilled,1,none,yes,No Risk,0.9518953852765358 | 0.04810461472346407,No Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,radio_tv,7587,500_to_1000,1_to_4,4,male,none,4,car_other,38,none,own,2,management_self-employed,1,none,yes,No Risk,0.6172153484624476 | 0.3827846515375524,No Risk,2020-08-05 16:19:21
0_to_200,13,prior_payments_delayed,radio_tv,2453,less_100,4_to_7,3,male,none,2,car_other,39,none,own,2,skilled,1,none,yes,No Risk,0.7410082643855551 | 0.25899173561444494,No Risk,2020-08-05 16:19:21
0_to_200,4,prior_payments_delayed,car_used,357,less_100,less_1,2,female,none,2,savings_insurance,34,bank,rent,1,unskilled,1,none,yes,No Risk,0.9321179212888732 | 0.06788207871112677,No Risk,2020-08-05 16:19:21
0_to_200,18,prior_payments_delayed,retraining,7506,500_to_1000,1_to_4,3,male,none,3,unknown,46,none,free,3,skilled,1,yes,yes,Risk,0.657090879069216 | 0.342909120930784,No Risk,2020-08-05 16:19:21
less_0,14,prior_payments_delayed,furniture,1697,less_100,1_to_4,3,female,none,3,car_other,19,none,own,1,skilled,1,none,yes,No Risk,0.850108258462997 | 0.1498917415370031,No Risk,2020-08-05 16:19:21
0_to_200,14,credits_paid_to_date,car_new,1939,500_to_1000,1_to_4,2,male,co-applicant,4,car_other,36,none,free,1,skilled,1,yes,yes,Risk,0.7167364304164525 | 0.2832635695835474,No Risk,2020-08-05 16:19:21
less_0,4,all_credits_paid_back,car_new,2783,less_100,less_1,2,female,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,0.9156722518827974 | 0.08432774811720253,No Risk,2020-08-05 16:19:21
no_checking,35,outstanding_credit,appliances,6996,unknown,greater_7,5,male,co-applicant,4,unknown,52,stores,own,2,unskilled,2,yes,yes,Risk,0.15812516767554577 | 0.8418748323244543,Risk,2020-08-05 16:19:21
no_checking,23,prior_payments_delayed,furniture,3786,greater_1000,4_to_7,4,male,guarantor,5,car_other,38,none,own,1,skilled,1,yes,yes,No Risk,0.348637139646751 | 0.651362860353249,Risk,2020-08-05 16:19:21
0_to_200,23,prior_payments_delayed,retraining,2964,less_100,less_1,2,male,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk,0.8693891585945976 | 0.1306108414054023,No Risk,2020-08-05 16:19:21
less_0,12,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,none,2,savings_insurance,27,bank,rent,1,unemployed,2,yes,yes,No Risk,0.9428297657899485 | 0.05717023421005154,No Risk,2020-08-05 16:19:21
no_checking,25,outstanding_credit,education,5614,500_to_1000,1_to_4,4,male,none,3,car_other,45,none,own,1,management_self-employed,1,none,yes,No Risk,0.6521146759275966 | 0.34788532407240336,No Risk,2020-08-05 16:19:21
less_0,4,all_credits_paid_back,vacation,2064,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,No Risk,0.9155465051084025 | 0.08445349489159745,No Risk,2020-08-05 16:19:21
no_checking,35,prior_payments_delayed,furniture,5222,unknown,greater_7,4,male,guarantor,3,savings_insurance,53,none,free,2,skilled,2,yes,yes,No Risk,0.26257916683896976 | 0.7374208331610302,Risk,2020-08-05 16:19:21
no_checking,25,credits_paid_to_date,car_used,2056,500_to_1000,4_to_7,3,male,none,4,real_estate,30,stores,own,2,skilled,1,none,yes,No Risk,0.7146168555660176 | 0.2853831444339824,No Risk,2020-08-05 16:19:21
less_0,14,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,2,car_other,33,stores,rent,1,unskilled,1,none,yes,No Risk,0.8614093574656781 | 0.13859064253432193,No Risk,2020-08-05 16:19:21
no_checking,8,credits_paid_to_date,vacation,4448,less_100,4_to_7,2,male,none,3,car_other,40,none,own,1,management_self-employed,1,yes,yes,Risk,0.5610583668198021 | 0.43894163318019774,No Risk,2020-08-05 16:19:21
0_to_200,24,outstanding_credit,radio_tv,3091,500_to_1000,less_1,2,male,none,3,savings_insurance,37,bank,rent,2,unskilled,2,yes,yes,No Risk,0.7478945761607376 | 0.2521054238392623,No Risk,2020-08-05 16:19:21
0_to_200,11,credits_paid_to_date,vacation,3605,less_100,1_to_4,3,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,0.8688451885771595 | 0.13115481142284038,No Risk,2020-08-05 16:19:21
0_to_200,14,prior_payments_delayed,car_new,2609,less_100,4_to_7,4,male,none,2,savings_insurance,33,bank,rent,1,unskilled,1,yes,yes,No Risk,0.7826754499821021 | 0.21732455001789788,No Risk,2020-08-05 16:19:21
no_checking,8,credits_paid_to_date,furniture,463,greater_1000,4_to_7,3,male,none,4,savings_insurance,42,none,own,2,skilled,1,yes,yes,No Risk,0.5469601249993883 | 0.4530398750006118,No Risk,2020-08-05 16:19:21
greater_200,35,all_credits_paid_back,car_used,5208,less_100,4_to_7,3,male,none,2,savings_insurance,31,none,own,2,skilled,1,yes,yes,No Risk,0.6618477478472145 | 0.33815225215278544,No Risk,2020-08-05 16:19:21
0_to_200,16,credits_paid_to_date,furniture,1524,less_100,less_1,1,female,none,1,savings_insurance,36,stores,own,1,skilled,1,none,yes,No Risk,0.8615539952634028 | 0.13844600473659718,No Risk,2020-08-05 16:19:21
0_to_200,22,credits_paid_to_date,radio_tv,2783,less_100,less_1,3,male,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,0.8623629877994526 | 0.1376370122005473,No Risk,2020-08-05 16:19:21
no_checking,16,credits_paid_to_date,repairs,6907,less_100,less_1,4,female,none,3,car_other,34,none,own,1,management_self-employed,1,yes,yes,No Risk,0.7987815314963246 | 0.20121846850367542,No Risk,2020-08-05 16:19:21
less_0,16,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,savings_insurance,20,none,rent,1,skilled,1,none,yes,No Risk,0.9481700811196088 | 0.051829918880391124,No Risk,2020-08-05 16:19:21
less_0,15,credits_paid_to_date,furniture,250,less_100,4_to_7,2,male,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk,0.8758703061615842 | 0.12412969383841577,No Risk,2020-08-05 16:19:21
no_checking,41,outstanding_credit,retraining,6674,500_to_1000,4_to_7,5,male,none,5,savings_insurance,44,stores,free,2,unskilled,1,yes,yes,Risk,0.5006417942478376 | 0.4993582057521624,No Risk,2020-08-05 16:19:21
0_to_200,26,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk,0.8591391398451672 | 0.14086086015483276,No Risk,2020-08-05 16:19:21
less_0,16,prior_payments_delayed,car_new,1149,less_100,1_to_4,3,male,none,2,savings_insurance,45,none,own,2,skilled,1,yes,yes,Risk,0.7596031530926621 | 0.24039684690733773,No Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,repairs,4183,100_to_500,1_to_4,4,female,none,2,car_other,24,none,own,1,skilled,1,none,yes,No Risk,0.661748962549029 | 0.338251037450971,No Risk,2020-08-05 16:19:21
no_checking,40,outstanding_credit,retraining,7846,greater_1000,greater_7,4,male,guarantor,4,unknown,56,none,free,2,skilled,1,yes,yes,Risk,0.13962297915667538 | 0.8603770208433247,Risk,2020-08-05 16:19:21
no_checking,13,all_credits_paid_back,furniture,778,less_100,4_to_7,2,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,0.8215189935189929 | 0.17848100648100712,No Risk,2020-08-05 16:19:21
no_checking,50,outstanding_credit,appliances,7443,unknown,greater_7,4,male,co-applicant,4,unknown,56,bank,own,3,unemployed,2,yes,yes,Risk,0.17030478413166558 | 0.8296952158683345,Risk,2020-08-05 16:19:21
0_to_200,25,outstanding_credit,furniture,1244,100_to_500,1_to_4,2,female,none,3,savings_insurance,40,stores,free,2,skilled,1,yes,yes,No Risk,0.6715644075280703 | 0.32843559247192966,No Risk,2020-08-05 16:19:21
0_to_200,25,all_credits_paid_back,radio_tv,2429,500_to_1000,1_to_4,3,male,none,3,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,0.7319009330897225 | 0.2680990669102775,No Risk,2020-08-05 16:19:21
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
no_checking,25,outstanding_credit,furniture,5371,500_to_1000,greater_7,4,male,none,4,unknown,45,none,free,2,skilled,2,yes,yes,Risk,0.2886682266413462 | 0.7113317733586537,Risk,2020-08-05 16:19:21
no_checking,31,prior_payments_delayed,appliances,3453,500_to_1000,less_1,3,female,co-applicant,3,savings_insurance,27,none,own,1,skilled,1,yes,yes,Risk,0.6414774042701298 | 0.3585225957298702,No Risk,2020-08-05 16:19:21
no_checking,35,prior_payments_delayed,repairs,5601,unknown,4_to_7,4,male,none,5,car_other,42,none,rent,2,skilled,1,yes,yes,No Risk,0.42895933732289676 | 0.5710406626771032,Risk,2020-08-05 16:19:21
0_to_200,4,prior_payments_delayed,car_new,250,less_100,1_to_4,2,male,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk,0.9595475927401746 | 0.04045240725982528,No Risk,2020-08-05 16:19:21
0_to_200,19,credits_paid_to_date,retraining,5368,less_100,4_to_7,3,female,none,1,unknown,42,none,own,1,skilled,2,none,yes,No Risk,0.7470496006933786 | 0.2529503993066215,No Risk,2020-08-05 16:19:21
less_0,4,no_credits,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
no_checking,48,outstanding_credit,other,7083,500_to_1000,greater_7,5,male,co-applicant,4,unknown,53,none,free,2,skilled,2,yes,yes,Risk,0.07251613327258331 | 0.9274838667274167,Risk,2020-08-05 16:19:21
0_to_200,18,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,0.961928427848046 | 0.0380715721519539,No Risk,2020-08-05 16:19:21
no_checking,25,outstanding_credit,furniture,6221,unknown,4_to_7,4,male,co-applicant,5,car_other,54,none,free,3,management_self-employed,2,yes,yes,Risk,0.1872550142780392 | 0.8127449857219607,Risk,2020-08-05 16:19:21
0_to_200,13,credits_paid_to_date,car_new,2719,500_to_1000,1_to_4,3,male,none,2,savings_insurance,38,none,own,2,skilled,1,none,yes,No Risk,0.8261451075560329 | 0.17385489244396718,No Risk,2020-08-05 16:19:21
0_to_200,17,prior_payments_delayed,car_new,4188,greater_1000,greater_7,4,male,none,3,unknown,43,none,own,2,skilled,1,none,yes,No Risk,0.6807663048883098 | 0.31923369511169014,No Risk,2020-08-05 16:19:21
0_to_200,5,no_credits,car_new,4855,less_100,unemployed,1,female,none,3,car_other,25,none,own,1,skilled,1,none,yes,No Risk,0.8466798945507973 | 0.15332010544920266,No Risk,2020-08-05 16:19:21
0_to_200,21,prior_payments_delayed,retraining,5308,greater_1000,greater_7,3,male,none,3,unknown,40,none,own,2,skilled,1,none,yes,No Risk,0.6268382888811221 | 0.3731617111188778,No Risk,2020-08-05 16:19:21
0_to_200,6,prior_payments_delayed,car_new,3452,less_100,4_to_7,3,male,co-applicant,4,car_other,48,none,own,1,skilled,1,none,yes,Risk,0.5518003865691955 | 0.4481996134308046,No Risk,2020-08-05 16:19:21
no_checking,29,prior_payments_delayed,radio_tv,10213,500_to_1000,less_1,3,male,none,4,car_other,38,none,own,2,management_self-employed,1,none,yes,No Risk,0.6442274434317568 | 0.35577255656824325,No Risk,2020-08-05 16:19:21
0_to_200,26,all_credits_paid_back,furniture,3416,less_100,1_to_4,3,male,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,No Risk,0.7703999356821839 | 0.22960006431781607,No Risk,2020-08-05 16:19:21
0_to_200,13,prior_payments_delayed,radio_tv,3910,less_100,less_1,3,male,none,3,car_other,36,stores,own,2,unskilled,1,none,yes,No Risk,0.8221341634296335 | 0.17786583657036642,No Risk,2020-08-05 16:19:21
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,0.9576190057605791 | 0.04238099423942091,No Risk,2020-08-05 16:19:21
no_checking,46,outstanding_credit,other,8464,500_to_1000,4_to_7,5,male,none,4,car_other,47,none,free,2,management_self-employed,1,none,yes,Risk,0.3174489267781557 | 0.6825510732218444,Risk,2020-08-05 16:19:21
greater_200,8,credits_paid_to_date,vacation,2674,less_100,less_1,3,female,none,2,savings_insurance,21,none,own,2,management_self-employed,1,none,yes,No Risk,0.8756365901601904 | 0.1243634098398096,No Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,appliances,5893,100_to_500,greater_7,5,female,none,4,car_other,46,none,free,2,skilled,1,none,yes,No Risk,0.31468713378952373 | 0.6853128662104762,Risk,2020-08-05 16:19:21
greater_200,24,credits_paid_to_date,radio_tv,5600,less_100,less_1,4,male,none,3,car_other,38,stores,own,2,unskilled,1,none,yes,No Risk,0.7197482465471393 | 0.2802517534528607,No Risk,2020-08-05 16:19:21
0_to_200,21,credits_paid_to_date,car_new,2442,less_100,4_to_7,3,male,none,4,real_estate,47,none,own,1,management_self-employed,1,none,yes,No Risk,0.7554196163954264 | 0.24458038360457354,No Risk,2020-08-05 16:19:21
no_checking,11,credits_paid_to_date,furniture,2187,less_100,1_to_4,3,female,none,2,real_estate,33,none,own,1,skilled,1,yes,yes,No Risk,0.8258189617574405 | 0.17418103824255954,No Risk,2020-08-05 16:19:21
0_to_200,36,outstanding_credit,appliances,5495,unknown,greater_7,5,female,none,3,unknown,49,none,own,2,skilled,2,yes,yes,Risk,0.2939992221930589 | 0.7060007778069411,Risk,2020-08-05 16:19:21
no_checking,8,prior_payments_delayed,radio_tv,2254,100_to_500,greater_7,4,male,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,Risk,0.5648421483663137 | 0.4351578516336863,No Risk,2020-08-05 16:19:21
less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk,0.8817929598466341 | 0.11820704015336596,No Risk,2020-08-05 16:19:21
no_checking,27,outstanding_credit,radio_tv,2996,unknown,4_to_7,4,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,No Risk,0.5413707462466822 | 0.45862925375331776,No Risk,2020-08-05 16:19:21
0_to_200,15,credits_paid_to_date,furniture,3322,100_to_500,4_to_7,3,female,none,2,car_other,34,none,own,2,skilled,1,yes,yes,No Risk,0.7415540935476852 | 0.25844590645231486,No Risk,2020-08-05 16:19:21
no_checking,9,credits_paid_to_date,car_new,1884,less_100,less_1,2,female,none,3,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,No Risk,0.869835358690122 | 0.130164641309878,No Risk,2020-08-05 16:19:21
less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
greater_200,33,prior_payments_delayed,furniture,1231,100_to_500,1_to_4,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk,0.7223934587353475 | 0.27760654126465245,No Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,business,6453,greater_1000,greater_7,4,male,none,3,car_other,48,none,own,2,skilled,1,none,yes,Risk,0.33132163413631394 | 0.6686783658636861,Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,furniture,7158,100_to_500,greater_7,5,male,none,3,car_other,37,stores,own,2,unskilled,1,none,yes,No Risk,0.5254507549059462 | 0.4745492450940539,No Risk,2020-08-05 16:19:21
0_to_200,31,outstanding_credit,furniture,5702,100_to_500,greater_7,3,female,none,4,unknown,47,none,own,2,skilled,1,yes,yes,Risk,0.3780981283518162 | 0.6219018716481839,Risk,2020-08-05 16:19:21
0_to_200,14,credits_paid_to_date,car_new,2886,100_to_500,unemployed,1,male,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk,0.9054487121308765 | 0.09455128786912352,No Risk,2020-08-05 16:19:21
less_0,15,prior_payments_delayed,furniture,2746,500_to_1000,greater_7,3,male,none,1,car_other,41,stores,own,2,skilled,1,none,yes,No Risk,0.74829604909348 | 0.25170395090651987,No Risk,2020-08-05 16:19:21
no_checking,9,prior_payments_delayed,radio_tv,3533,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,No Risk,0.5747610233448419 | 0.42523897665515814,No Risk,2020-08-05 16:19:21
0_to_200,17,prior_payments_delayed,furniture,2292,100_to_500,1_to_4,3,male,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes,Risk,0.7349660192832282 | 0.2650339807167717,No Risk,2020-08-05 16:19:21
0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,less_1,2,female,none,3,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk,0.9817869466967226 | 0.01821305330327745,No Risk,2020-08-05 16:19:21
0_to_200,16,prior_payments_delayed,radio_tv,2208,less_100,greater_7,4,female,none,3,car_other,43,none,free,2,skilled,1,yes,yes,No Risk,0.6019373123194458 | 0.39806268768055425,No Risk,2020-08-05 16:19:21
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk,0.9564776479056759 | 0.043522352094324056,No Risk,2020-08-05 16:19:21
less_0,15,credits_paid_to_date,car_new,3012,less_100,1_to_4,2,male,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,0.9081286718559266 | 0.09187132814407337,No Risk,2020-08-05 16:19:21
no_checking,8,prior_payments_delayed,furniture,1073,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,No Risk,0.5338288974476825 | 0.46617110255231753,No Risk,2020-08-05 16:19:21
no_checking,27,prior_payments_delayed,appliances,4164,100_to_500,4_to_7,3,female,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes,No Risk,0.44161845969118263 | 0.5583815403088174,Risk,2020-08-05 16:19:21
no_checking,29,outstanding_credit,repairs,4794,500_to_1000,4_to_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk,0.450595829977507 | 0.5494041700224931,Risk,2020-08-05 16:19:21
0_to_200,14,credits_paid_to_date,vacation,2511,100_to_500,1_to_4,2,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes,No Risk,0.9128360518978408 | 0.08716394810215916,No Risk,2020-08-05 16:19:21
0_to_200,20,prior_payments_delayed,radio_tv,3424,greater_1000,1_to_4,2,male,none,3,unknown,27,none,own,1,skilled,1,yes,yes,No Risk,0.771352678119954 | 0.22864732188004605,No Risk,2020-08-05 16:19:21
no_checking,44,outstanding_credit,appliances,7532,greater_1000,greater_7,4,male,co-applicant,3,unknown,47,none,own,2,skilled,1,none,yes,Risk,0.17981585782852968 | 0.8201841421714704,Risk,2020-08-05 16:19:21
no_checking,41,credits_paid_to_date,appliances,2901,100_to_500,4_to_7,4,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk,0.5232563096108108 | 0.4767436903891892,No Risk,2020-08-05 16:19:21
no_checking,36,outstanding_credit,repairs,5673,unknown,greater_7,5,male,none,4,unknown,48,none,own,2,skilled,1,none,yes,Risk,0.31911835991011195 | 0.6808816400898879,Risk,2020-08-05 16:19:21
greater_200,17,credits_paid_to_date,car_new,250,greater_1000,less_1,1,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk,0.8251178712382767 | 0.1748821287617232,No Risk,2020-08-05 16:19:21
less_0,14,all_credits_paid_back,car_used,1543,less_100,less_1,2,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk,0.9784491530534357 | 0.021550846946564367,No Risk,2020-08-05 16:19:21
0_to_200,4,all_credits_paid_back,car_used,1008,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,0.9792190235858131 | 0.02078097641418699,No Risk,2020-08-05 16:19:21
less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk,0.7706280384310932 | 0.2293719615689068,No Risk,2020-08-05 16:19:21
no_checking,10,credits_paid_to_date,car_used,5056,less_100,4_to_7,3,male,none,3,savings_insurance,47,none,own,3,skilled,1,yes,yes,Risk,0.5177649511826727 | 0.48223504881732726,No Risk,2020-08-05 16:19:21
no_checking,28,outstanding_credit,car_used,4926,500_to_1000,1_to_4,3,male,none,3,savings_insurance,38,none,own,2,skilled,2,yes,no,Risk,0.5912656193845286 | 0.4087343806154715,No Risk,2020-08-05 16:19:21
0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes,No Risk,0.40787349803654394 | 0.5921265019634562,Risk,2020-08-05 16:19:21
no_checking,26,prior_payments_delayed,education,5740,100_to_500,4_to_7,4,female,none,4,car_other,43,none,own,2,management_self-employed,1,yes,yes,Risk,0.39223435185536787 | 0.6077656481446321,Risk,2020-08-05 16:19:21
no_checking,36,prior_payments_delayed,other,3114,unknown,4_to_7,3,male,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes,No Risk,0.6425039058939161 | 0.3574960941060839,No Risk,2020-08-05 16:19:21
less_0,26,credits_paid_to_date,car_used,3243,less_100,1_to_4,3,male,none,3,car_other,36,none,own,1,skilled,1,none,yes,Risk,0.7311905558123304 | 0.26880944418766956,No Risk,2020-08-05 16:19:21
less_0,8,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk,0.9842413066763195 | 0.015758693323680597,No Risk,2020-08-05 16:19:21
0_to_200,15,prior_payments_delayed,vacation,5913,less_100,1_to_4,4,male,none,2,unknown,40,none,own,2,management_self-employed,1,none,yes,Risk,0.7393609512965221 | 0.2606390487034778,No Risk,2020-08-05 16:19:21
no_checking,29,outstanding_credit,appliances,6238,500_to_1000,4_to_7,3,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,Risk,0.5209164057045114 | 0.47908359429548864,No Risk,2020-08-05 16:19:21
less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk,0.9832589339292408 | 0.016741066070759227,No Risk,2020-08-05 16:19:21
less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes,Risk,0.8685062703707066 | 0.13149372962929332,No Risk,2020-08-05 16:19:21
less_0,13,all_credits_paid_back,car_new,393,less_100,4_to_7,3,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk,0.9290855014054099 | 0.07091449859459015,No Risk,2020-08-05 16:19:21
less_0,7,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,0.9810155002247065 | 0.01898449977529349,No Risk,2020-08-05 16:19:21
no_checking,29,prior_payments_delayed,car_used,8862,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,3,skilled,2,yes,yes,Risk,0.11232538958338598 | 0.887674610416614,Risk,2020-08-05 16:19:21
less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk,0.9660929518253548 | 0.03390704817464526,No Risk,2020-08-05 16:19:21
0_to_200,16,credits_paid_to_date,furniture,3881,less_100,less_1,2,female,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,Risk,0.7393131726320437 | 0.2606868273679564,No Risk,2020-08-05 16:19:21
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,0.9414363810079781 | 0.05856361899202188,No Risk,2020-08-05 16:19:21
less_0,10,credits_paid_to_date,car_used,652,less_100,4_to_7,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk,0.8646978667386254 | 0.13530213326137472,No Risk,2020-08-05 16:19:21
0_to_200,32,credits_paid_to_date,car_used,2703,100_to_500,4_to_7,4,male,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes,No Risk,0.706916197779089 | 0.29308380222091107,No Risk,2020-08-05 16:19:21
less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes,No Risk,0.8940470436834383 | 0.10595295631656172,No Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,radio_tv,1668,100_to_500,4_to_7,3,female,none,4,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk,0.4484348384776671 | 0.5515651615223329,Risk,2020-08-05 16:19:21
no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes,Risk,0.17964319824260339 | 0.8203568017573966,Risk,2020-08-05 16:19:21
no_checking,41,outstanding_credit,repairs,3423,unknown,greater_7,5,male,none,5,savings_insurance,56,none,free,2,skilled,1,yes,yes,Risk,0.269312397813294 | 0.730687602186706,Risk,2020-08-05 16:19:21
no_checking,30,prior_payments_delayed,appliances,6703,unknown,greater_7,4,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,No Risk,0.33009265011912814 | 0.6699073498808719,Risk,2020-08-05 16:19:21
0_to_200,22,credits_paid_to_date,repairs,812,less_100,4_to_7,3,male,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,0.8388407023584369 | 0.16115929764156303,No Risk,2020-08-05 16:19:21
0_to_200,13,prior_payments_delayed,furniture,2735,500_to_1000,4_to_7,2,female,none,3,savings_insurance,45,stores,rent,2,skilled,1,none,yes,Risk,0.6250525109721545 | 0.3749474890278456,No Risk,2020-08-05 16:19:21
less_0,28,credits_paid_to_date,radio_tv,530,less_100,1_to_4,2,male,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk,0.8576011293630641 | 0.142398870636936,No Risk,2020-08-05 16:19:21
less_0,17,credits_paid_to_date,retraining,2119,less_100,1_to_4,3,female,none,2,savings_insurance,23,bank,rent,1,unskilled,1,none,yes,No Risk,0.8553736600516254 | 0.14462633994837448,No Risk,2020-08-05 16:19:21
no_checking,26,outstanding_credit,furniture,3573,greater_1000,greater_7,5,female,none,5,car_other,39,none,own,2,skilled,1,none,yes,Risk,0.41165946191715125 | 0.5883405380828487,Risk,2020-08-05 16:19:21
no_checking,25,prior_payments_delayed,education,6921,greater_1000,greater_7,4,male,none,3,unknown,50,none,own,3,skilled,2,yes,yes,Risk,0.28074164893180975 | 0.7192583510681902,Risk,2020-08-05 16:19:21
0_to_200,4,credits_paid_to_date,car_new,1652,500_to_1000,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes,No Risk,0.8472636864806603 | 0.15273631351933967,No Risk,2020-08-05 16:19:21
less_0,23,prior_payments_delayed,furniture,3379,less_100,greater_7,4,male,none,2,car_other,42,none,own,1,skilled,1,none,yes,No Risk,0.7338813832904376 | 0.2661186167095625,No Risk,2020-08-05 16:19:21
no_checking,17,credits_paid_to_date,car_new,2720,100_to_500,1_to_4,3,male,none,4,savings_insurance,34,none,rent,1,management_self-employed,1,none,yes,No Risk,0.6912366398938019 | 0.3087633601061982,No Risk,2020-08-05 16:19:21
